Account Name,Var 1,Var 2,Var 3,Var N,01/2018,02/2018,03/2018,04/2018,05/2018,06/2018,07/2018,08/2018,09/2018,10/2018,11/2018,12/2018,01/2019,02/2019,03/2019,04/2019,05/2019,06/2019,07/2019,08/2019,09/2019,10/2019,11/2019,12/2019,01/2020,02/2020,03/2020,04/2020,05/2020,06/2020,07/2020,08/2020,09/2020,10/2020,11/2020,12/2020,01/2021,02/2021,03/2021,04/2021,05/2021
560.0,EMEA,Healthcare,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147858,147858,147858,147858,147858,147858,147858,147858,147858,147858,147858,147858
296.0,EMEA,Travel,Middle Market,,,,,,,,,,,,,,,,,,,283114,283114,283114,283114,283114,283114,283114,283114,283114,283114,283114,283114,283114,283114,283114,283114,283114,283114,283114,283114,283114,283114,283114,283114
91.0,APAC,Travel,Enterprise,,,,,,,,,863139,863139,863139,863139,863139,863139,863139,863139,863139,863139,863139,863139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662.0,APAC,Travel,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149083,149083,149083,149083,149083,149083
20.0,APAC,Healthcare,Middle Market,,,830844,830844,830844,830844,830844,830844,830844,830844,830844,830844,830844,830844,2492532,2492532,2492532,2492532,2492532,2492532,2492532,2492532,2492532,2492532,2492532,2492532,2492532,2492532,2492532,2492532,2492532,2492532,2492532,2492532,2492532,2492532,2492532,2492532,2492532,2492532,2492532,2492532
227.0,North America,Travel,Enterprise,,,,,,,,,,,,,,,,752033,752033,752033,752033,752033,752033,752033,752033,752033,752033,752033,752033,1015244.55,1015244.55,1015244.55,1015244.55,1015244.55,1015244.55,1015244.55,1015244.55,1015244.55,1015244.55,1015244.55,1015244.55,0,0,0
592.0,APAC,Healthcare,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392991,392991,392991,392991,392991,392991,392991,392991,392991
297.0,North America,Travel,Enterprise,,,,,,,,,,,,,,,,,,,201373,201373,201373,201373,201373,201373,201373,201373,201373,201373,201373,201373,201373,201373,201373,201373,201373,201373,201373,201373,201373,201373,201373,201373
487.0,APAC,Travel,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,844806,844806,844806,844806,844806,844806,844806,844806,844806,844806,844806,844806,844806,844806,844806
750.0,APAC,Healthcare,Middle Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433787,433787
389.0,APAC,Travel,Enterprise,,,,,,,,,,,,,,,,,,,,,372395,372395,372395,372395,372395,372395,372395,372395,372395,372395,372395,372395,484113.5,484113.5,484113.5,484113.5,484113.5,484113.5,484113.5,484113.5,484113.5,484113.5
46.0,APAC,Healthcare,Enterprise,,,,,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,444820.2,444820.2
510.0,North America,Healthcare,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,972568,972568,972568,972568,972568,972568,972568,972568,972568,972568,972568,972568,1945136
22.0,APAC,Travel,Enterprise,,,611701,611701,611701,611701,611701,611701,611701,611701,611701,611701,611701,611701,550530.9,550530.9,550530.9,550530.9,550530.9,550530.9,550530.9,550530.9,550530.9,550530.9,550530.9,550530.9,550530.9,550530.9,550530.9,550530.9,550530.9,550530.9,550530.9,550530.9,550530.9,550530.9,550530.9,550530.9,550530.9,550530.9,550530.9,550530.9
262.0,APAC,Financial Services,Enterprise,,,,,,,,,,,,,,,,,527549,527549,527549,527549,527549,527549,527549,527549,527549,527549,527549,527549,263774.5,263774.5,263774.5,263774.5,263774.5,263774.5,263774.5,263774.5,263774.5,263774.5,263774.5,263774.5,0,0
717.0,APAC,Financial Services,Middle Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804015,804015,804015
301.0,EMEA,Financial Services,Enterprise,,,,,,,,,,,,,,,,,,,841782,841782,841782,841782,841782,841782,841782,841782,841782,841782,841782,841782,841782,841782,841782,841782,841782,841782,841782,841782,841782,841782,841782,841782
637.0,APAC,Travel,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,957987,957987,957987,957987,957987,957987,957987
654.0,APAC,Financial Services,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831939,831939,831939,831939,831939,831939
644.0,EMEA,Healthcare,Middle Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602330,602330,602330,602330,602330,602330,602330
692.0,APAC,Healthcare,Middle Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986977,986977,986977,986977
111.0,APAC,Financial Services,Enterprise,,,,,,,,,,323182,323182,323182,323182,323182,323182,323182,323182,323182,323182,323182,323182,323182,323182,323182,323182,323182,323182,323182,323182,323182,323182,323182,323182,323182,323182,323182,323182,323182,323182,323182,323182,323182
777.0,EMEA,Financial Services,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287761
522.0,EMEA,Financial Services,Middle Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942737,942737,942737,942737,942737,942737,942737,942737,942737,942737,942737,942737,1885474
796.0,EMEA,Travel,Middle Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65057
254.0,APAC,Financial Services,Middle Market,,,,,,,,,,,,,,,,,975441,975441,975441,975441,975441,975441,975441,975441,975441,975441,975441,975441,1170529.2,1170529.2,1170529.2,1170529.2,1170529.2,1170529.2,1170529.2,1170529.2,1170529.2,1170529.2,1170529.2,1170529.2,1638740.88,1638740.88
775.0,APAC,Financial Services,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448510
46.0,APAC,Healthcare,Enterprise,,,,,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,404382,444820.2,444820.2
706.0,APAC,Travel,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743664,743664,743664
769.0,APAC,Healthcare,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605058
196.0,APAC,Healthcare,Middle Market,,,,,,,,,,,,,,,,916553,916553,916553,916553,916553,916553,916553,916553,916553,916553,916553,916553,916553,916553,916553,916553,916553,916553,916553,916553,916553,916553,916553,916553,916553,916553,916553
184.0,APAC,Financial Services,SMB,,,,,,,,,,,,,,,753264,753264,753264,753264,753264,753264,753264,753264,753264,753264,753264,753264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486.0,APAC,Healthcare,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,324268,324268,324268,324268,324268,324268,324268,324268,324268,324268,324268,324268,324268,324268,324268
415.0,APAC,Financial Services,SMB,,,,,,,,,,,,,,,,,,,,,,,,,269359,269359,269359,269359,269359,269359,269359,269359,269359,269359,269359,269359,538718,538718,538718,538718,538718,538718
415.0,APAC,Financial Services,SMB,,,,,,,,,,,,,,,,,,,,,,,,,269359,269359,269359,269359,269359,269359,269359,269359,269359,269359,269359,269359,538718,538718,538718,538718,538718,538718
203.0,APAC,Healthcare,SMB,,,,,,,,,,,,,,,,591971,591971,591971,591971,591971,591971,591971,591971,591971,591971,591971,591971,591971,591971,591971,591971,591971,591971,591971,591971,591971,591971,591971,591971,591971,591971,591971
192.0,EMEA,Travel,Enterprise,,,,,,,,,,,,,,,,415307,415307,415307,415307,415307,415307,415307,415307,415307,415307,415307,415307,415307,415307,415307,415307,415307,415307,415307,415307,415307,415307,415307,415307,415307,415307,415307
755.0,APAC,Travel,Middle Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802661,802661
77.0,APAC,Travel,SMB,,,,,,,,,104521,104521,104521,104521,104521,104521,104521,104521,104521,104521,104521,104521,156781.5,156781.5,156781.5,156781.5,156781.5,156781.5,156781.5,156781.5,156781.5,156781.5,156781.5,156781.5,156781.5,156781.5,156781.5,156781.5,156781.5,156781.5,156781.5,156781.5,156781.5,156781.5
775.0,APAC,Financial Services,SMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448510
